Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
PROD_389106,Item_197,Beauty,587.49,0.45,0.05,258,SUP_34,55+,Europe,Non-binary,9.9,Express,0.23,Winter,45
PROD_128295,Item_373,Beauty,169.94,0.22,0.16,180,SUP_88,25-34,North America,Non-binary,32.69,Standard,0.22,Spring,46
PROD_113807,Item_221,Sports,809.7,0.08,0.08,310,SUP_96,35-44,Australia,Non-binary,41.11,Standard,0.12,All-Year,92
PROD_535564,Item_423,Sports,717.38,0.16,0.12,172,SUP_10,55+,Australia,Non-binary,7.22,Overnight,0.02,Autumn,58
PROD_257504,Item_60,Home Decor,356.88,0.22,0.12,321,SUP_50,45-54,Asia,Female,29.31,Overnight,0.14,Autumn,44
PROD_338067,Item_98,Sports,21.32,0.36,0.08,706,SUP_27,35-44,Asia,Non-binary,10.7,Express,0.15,Spring,61
PROD_585008,Item_171,Beauty,97.79,0.01,0.08,339,SUP_10,55+,Asia,Male,20.97,Standard,0.22,All-Year,53
PROD_792440,Item_382,Clothing,473.08,0.16,0.08,495,SUP_48,55+,South America,Male,7.45,Standard,0.02,Spring,74
PROD_494540,Item_173,Electronics,189.0,0.39,0.05,244,SUP_83,45-54,Asia,Female,31.4,Standard,0.17,Spring,12
PROD_977699,Item_151,Home Decor,455.3,0.34,0.16,939,SUP_40,18-24,Asia,Non-binary,19.26,Overnight,0.14,Autumn,11
PROD_617923,Item_453,Clothing,755.68,0.37,0.12,504,SUP_80,45-54,Asia,Female,26.39,Express,0.04,Spring,1
PROD_266981,Item_350,Electronics,658.95,0.41,0.05,328,SUP_47,25-34,North America,Male,24.51,Standard,0.03,Autumn,41
PROD_844699,Item_390,Electronics,281.26,0.39,0.05,879,SUP_17,25-34,Asia,Non-binary,31.84,Overnight,0.17,All-Year,53
PROD_119870,Item_440,Electronics,415.87,0.34,0.08,195,SUP_43,45-54,Australia,Male,40.51,Standard,0.08,All-Year,10
PROD_303196,Item_122,Clothing,738.77,0.22,0.16,61,SUP_82,45-54,North America,Female,14.03,Standard,0.25,All-Year,77
PROD_348683,Item_494,Home Decor,1033.72,0.49,0.08,24,SUP_98,45-54,Europe,Female,27.59,Overnight,0.22,Autumn,21
PROD_334677,Item_108,Home Decor,905.09,0.28,0.12,563,SUP_36,45-54,South America,Male,26.67,Overnight,0.14,Summer,84
PROD_126790,Item_4,Electronics,666.31,0.1,0.16,561,SUP_50,45-54,North America,Non-binary,15.55,Standard,0.16,Summer,48
PROD_743162,Item_93,Clothing,437.94,0.15,0.08,377,SUP_16,55+,North America,Non-binary,23.48,Express,0.04,Summer,36
PROD_911721,Item_407,Electronics,441.24,0.35,0.12,896,SUP_41,35-44,Australia,Male,3.74,Express,0.22,Summer,35
PROD_548345,Item_6,Sports,1055.9,0.46,0.05,294,SUP_82,25-34,Asia,Male,20.36,Overnight,0.11,All-Year,88
PROD_849074,Item_288,Home Decor,51.9,0.09,0.12,51,SUP_90,25-34,Europe,Non-binary,13.63,Standard,0.13,Summer,48
PROD_587462,Item_106,Beauty,1185.64,0.04,0.12,843,SUP_25,35-44,Australia,Male,39.15,Overnight,0.22,Spring,57
PROD_639773,Item_146,Electronics,798.93,0.44,0.12,39,SUP_11,45-54,Australia,Female,17.39,Standard,0.0,Autumn,2
PROD_930914,Item_271,Sports,818.96,0.46,0.16,743,SUP_52,35-44,North America,Non-binary,10.27,Standard,0.12,Summer,65
PROD_186188,Item_424,Home Decor,50.41,0.14,0.05,571,SUP_40,45-54,Europe,Non-binary,24.78,Standard,0.16,All-Year,90
PROD_629036,Item_378,Clothing,728.61,0.19,0.16,727,SUP_89,25-34,Australia,Female,36.87,Overnight,0.04,Summer,32
PROD_842129,Item_96,Home Decor,584.31,0.33,0.05,456,SUP_56,18-24,South America,Male,17.22,Overnight,0.02,Autumn,17
PROD_764795,Item_457,Clothing,131.41,0.16,0.08,877,SUP_42,25-34,South America,Non-binary,38.41,Overnight,0.13,Winter,47
PROD_890141,Item_229,Clothing,337.12,0.44,0.08,851,SUP_94,25-34,Australia,Non-binary,16.02,Overnight,0.14,Winter,74
PROD_748249,Item_202,Electronics,1068.93,0.05,0.12,708,SUP_26,18-24,North America,Non-binary,33.63,Express,0.08,All-Year,70
PROD_130355,Item_212,Electronics,662.24,0.02,0.12,787,SUP_63,35-44,South America,Male,6.96,Standard,0.22,All-Year,36
PROD_811131,Item_6,Home Decor,499.03,0.1,0.16,852,SUP_63,55+,North America,Non-binary,4.67,Overnight,0.08,All-Year,49
PROD_551015,Item_112,Sports,91.86,0.14,0.05,1,SUP_60,45-54,Asia,Male,33.72,Standard,0.13,Summer,35
PROD_506332,Item_376,Home Decor,858.38,0.06,0.05,468,SUP_61,45-54,Asia,Female,17.84,Express,0.05,Autumn,26
PROD_256542,Item_379,Beauty,844.91,0.03,0.05,105,SUP_16,25-34,North America,Male,18.9,Overnight,0.0,Autumn,21
PROD_273416,Item_447,Clothing,738.78,0.38,0.12,215,SUP_63,18-24,Australia,Male,26.69,Express,0.11,Autumn,30
PROD_405062,Item_323,Clothing,614.76,0.08,0.12,776,SUP_20,25-34,Asia,Female,44.44,Overnight,0.13,Winter,39
PROD_938656,Item_106,Electronics,523.37,0.46,0.05,678,SUP_71,25-34,Asia,Male,9.37,Standard,0.19,Autumn,53
PROD_663586,Item_139,Sports,713.96,0.18,0.12,758,SUP_39,35-44,South America,Female,14.89,Express,0.11,All-Year,63
PROD_601708,Item_299,Electronics,283.91,0.34,0.05,413,SUP_91,45-54,Australia,Non-binary,29.89,Express,0.07,Summer,69
PROD_966651,Item_401,Beauty,1129.8,0.11,0.16,949,SUP_66,55+,North America,Female,32.14,Overnight,0.15,Winter,52
PROD_161629,Item_96,Home Decor,708.61,0.12,0.08,209,SUP_55,18-24,Asia,Female,32.36,Standard,0.1,Summer,53
PROD_428184,Item_388,Home Decor,376.87,0.29,0.05,57,SUP_89,55+,Australia,Non-binary,27.6,Standard,0.06,Spring,53
PROD_592734,Item_447,Sports,542.37,0.28,0.12,939,SUP_79,18-24,Asia,Non-binary,27.3,Standard,0.23,All-Year,96
PROD_855195,Item_452,Electronics,967.79,0.38,0.16,42,SUP_75,45-54,South America,Male,8.37,Standard,0.13,Winter,70
PROD_390160,Item_337,Electronics,198.13,0.38,0.12,137,SUP_64,35-44,Australia,Male,37.89,Overnight,0.05,All-Year,5
PROD_648248,Item_297,Beauty,354.94,0.34,0.12,620,SUP_67,55+,Europe,Male,2.38,Express,0.17,Summer,63
PROD_920023,Item_467,Home Decor,817.01,0.22,0.12,488,SUP_19,18-24,South America,Non-binary,19.96,Overnight,0.2,Autumn,53
PROD_313920,Item_389,Electronics,382.01,0.45,0.05,559,SUP_13,25-34,North America,Non-binary,11.26,Standard,0.19,Spring,64
PROD_989765,Item_416,Sports,952.04,0.31,0.16,637,SUP_83,45-54,Australia,Non-binary,6.49,Express,0.15,All-Year,45
PROD_342804,Item_214,Home Decor,160.89,0.5,0.05,468,SUP_82,35-44,Asia,Male,15.74,Express,0.13,Spring,41
PROD_476965,Item_454,Beauty,916.41,0.41,0.08,725,SUP_71,25-34,Australia,Non-binary,30.26,Standard,0.19,Summer,92
PROD_560857,Item_291,Sports,86.68,0.02,0.05,912,SUP_52,35-44,North America,Non-binary,23.37,Overnight,0.18,All-Year,74
PROD_922827,Item_22,Clothing,20.05,0.16,0.08,639,SUP_51,18-24,Australia,Female,39.56,Overnight,0.14,Autumn,91
PROD_604492,Item_193,Beauty,1078.38,0.29,0.16,388,SUP_33,25-34,Asia,Female,27.79,Standard,0.16,Spring,55
PROD_753983,Item_468,Sports,699.7,0.36,0.16,197,SUP_14,35-44,South America,Non-binary,12.88,Express,0.04,Winter,39
PROD_515916,Item_150,Electronics,425.43,0.28,0.05,201,SUP_77,45-54,South America,Male,24.15,Express,0.0,Summer,14
PROD_921052,Item_368,Clothing,282.95,0.39,0.05,191,SUP_86,55+,Asia,Female,11.78,Overnight,0.23,All-Year,29
PROD_858574,Item_247,Beauty,742.18,0.14,0.12,106,SUP_54,55+,Europe,Non-binary,9.68,Express,0.23,Winter,22
PROD_228148,Item_267,Electronics,613.26,0.09,0.08,705,SUP_68,25-34,Europe,Female,43.07,Standard,0.2,Autumn,11
PROD_906991,Item_461,Clothing,1189.96,0.03,0.12,326,SUP_74,45-54,South America,Female,22.13,Express,0.09,Autumn,91
PROD_586261,Item_251,Home Decor,1179.94,0.29,0.12,749,SUP_72,45-54,North America,Male,30.0,Overnight,0.04,Spring,94
PROD_455540,Item_490,Electronics,763.85,0.34,0.16,643,SUP_84,35-44,Australia,Non-binary,39.56,Overnight,0.09,Summer,29
PROD_292714,Item_3,Sports,534.23,0.16,0.05,356,SUP_76,25-34,Asia,Non-binary,15.85,Standard,0.18,All-Year,15
PROD_831899,Item_393,Beauty,591.91,0.31,0.16,594,SUP_58,45-54,North America,Male,35.93,Overnight,0.08,Winter,29
PROD_383876,Item_316,Clothing,820.56,0.03,0.05,500,SUP_86,35-44,Australia,Male,35.92,Standard,0.2,All-Year,67
PROD_359747,Item_76,Electronics,126.38,0.05,0.16,283,SUP_41,45-54,South America,Male,37.43,Express,0.17,Winter,32
PROD_715650,Item_87,Home Decor,397.38,0.35,0.16,467,SUP_59,25-34,Asia,Non-binary,10.15,Express,0.16,Summer,56
PROD_523570,Item_270,Beauty,94.95,0.18,0.16,507,SUP_96,45-54,North America,Female,43.4,Express,0.23,Autumn,96
PROD_375987,Item_225,Beauty,92.67,0.34,0.08,733,SUP_67,45-54,Australia,Non-binary,13.82,Standard,0.22,Autumn,27
PROD_738353,Item_18,Electronics,239.03,0.42,0.16,105,SUP_61,45-54,South America,Non-binary,35.4,Overnight,0.18,All-Year,84
PROD_958158,Item_113,Home Decor,584.88,0.43,0.08,293,SUP_32,55+,South America,Male,8.98,Standard,0.05,All-Year,78
PROD_117640,Item_251,Clothing,942.81,0.09,0.16,65,SUP_39,18-24,Australia,Male,41.74,Express,0.23,Spring,25
PROD_152528,Item_233,Electronics,585.17,0.24,0.05,194,SUP_79,25-34,Europe,Male,20.4,Express,0.06,Winter,13
PROD_924845,Item_329,Clothing,405.89,0.37,0.08,187,SUP_80,55+,Europe,Non-binary,30.75,Express,0.09,Spring,56
PROD_359214,Item_279,Beauty,103.41,0.39,0.05,46,SUP_39,18-24,Australia,Male,38.56,Express,0.21,Winter,14
PROD_939070,Item_202,Clothing,662.6,0.39,0.05,361,SUP_46,45-54,Australia,Male,14.14,Express,0.05,Summer,65
PROD_601108,Item_83,Home Decor,329.17,0.11,0.05,870,SUP_57,45-54,Australia,Female,18.73,Standard,0.16,All-Year,15
PROD_734421,Item_125,Sports,739.85,0.1,0.08,536,SUP_41,55+,South America,Female,15.48,Express,0.11,Winter,36
PROD_468501,Item_175,Home Decor,1172.74,0.3,0.12,577,SUP_79,35-44,Asia,Male,14.16,Standard,0.16,Autumn,10
PROD_824226,Item_69,Clothing,138.02,0.37,0.08,486,SUP_44,25-34,South America,Female,23.94,Standard,0.24,Summer,10
PROD_250159,Item_47,Electronics,258.49,0.16,0.12,846,SUP_85,18-24,South America,Non-binary,25.51,Express,0.2,Autumn,32
PROD_272502,Item_372,Beauty,570.35,0.05,0.08,578,SUP_77,45-54,Europe,Female,5.3,Express,0.07,Summer,1
PROD_255576,Item_256,Sports,1162.49,0.36,0.16,708,SUP_41,25-34,Australia,Male,30.95,Express,0.01,Winter,32
PROD_965291,Item_215,Electronics,927.31,0.15,0.12,245,SUP_68,45-54,South America,Non-binary,20.06,Standard,0.24,Autumn,62
PROD_986089,Item_30,Electronics,1078.38,0.08,0.16,807,SUP_44,45-54,South America,Non-binary,40.25,Overnight,0.15,Winter,2
PROD_111023,Item_281,Home Decor,403.79,0.07,0.12,611,SUP_25,45-54,Australia,Female,40.08,Standard,0.04,Spring,83
PROD_645735,Item_412,Clothing,1190.49,0.16,0.08,177,SUP_88,25-34,Asia,Male,32.96,Express,0.16,Summer,32
PROD_488043,Item_482,Home Decor,127.89,0.3,0.08,114,SUP_61,55+,Europe,Male,38.71,Standard,0.01,All-Year,25
PROD_386103,Item_237,Clothing,68.3,0.18,0.12,679,SUP_75,25-34,North America,Female,41.67,Overnight,0.05,Autumn,33
PROD_166203,Item_248,Home Decor,1027.45,0.01,0.16,630,SUP_15,25-34,South America,Female,26.83,Overnight,0.16,Winter,77
PROD_260775,Item_368,Electronics,1113.08,0.05,0.05,997,SUP_23,35-44,Asia,Female,43.79,Overnight,0.1,Autumn,51
PROD_109337,Item_495,Beauty,113.25,0.15,0.12,164,SUP_38,35-44,North America,Male,43.08,Standard,0.08,Winter,92
PROD_670715,Item_25,Clothing,140.55,0.33,0.12,218,SUP_35,55+,Australia,Female,6.72,Overnight,0.16,Spring,65
PROD_614723,Item_74,Sports,44.64,0.05,0.16,196,SUP_27,35-44,North America,Female,24.48,Overnight,0.22,All-Year,71
PROD_423673,Item_206,Sports,129.89,0.28,0.05,400,SUP_13,55+,Australia,Female,6.92,Standard,0.17,Autumn,26
PROD_464167,Item_490,Electronics,255.26,0.06,0.12,829,SUP_66,45-54,Asia,Male,31.42,Express,0.12,Autumn,71
PROD_446809,Item_494,Home Decor,1164.24,0.11,0.05,997,SUP_62,45-54,North America,Non-binary,34.91,Overnight,0.16,Winter,70
PROD_730075,Item_314,Home Decor,803.09,0.09,0.05,748,SUP_34,25-34,Europe,Male,40.04,Standard,0.17,Winter,74
PROD_787281,Item_94,Electronics,935.37,0.03,0.08,680,SUP_56,45-54,Asia,Male,29.95,Overnight,0.19,Autumn,93
PROD_395451,Item_375,Sports,932.49,0.34,0.16,75,SUP_61,35-44,North America,Non-binary,21.52,Standard,0.08,Spring,48
PROD_520571,Item_127,Sports,644.41,0.23,0.12,425,SUP_43,18-24,South America,Male,8.71,Express,0.03,Autumn,46
PROD_227016,Item_425,Home Decor,958.0,0.42,0.12,286,SUP_25,25-34,North America,Non-binary,7.38,Standard,0.17,Summer,20
PROD_891267,Item_25,Clothing,716.99,0.05,0.05,544,SUP_96,55+,North America,Non-binary,22.88,Standard,0.03,Summer,20
PROD_644447,Item_334,Beauty,380.88,0.07,0.12,298,SUP_45,45-54,Europe,Non-binary,37.8,Overnight,0.12,Autumn,70
PROD_597562,Item_355,Clothing,675.53,0.15,0.05,860,SUP_37,25-34,Asia,Non-binary,34.28,Standard,0.06,Spring,83
PROD_802965,Item_116,Sports,642.54,0.38,0.12,741,SUP_74,25-34,South America,Male,39.87,Express,0.08,Winter,60
PROD_483934,Item_48,Clothing,989.03,0.15,0.16,706,SUP_81,25-34,Asia,Non-binary,36.87,Standard,0.12,Winter,13
PROD_992048,Item_226,Beauty,1178.16,0.2,0.12,293,SUP_62,45-54,Asia,Female,10.84,Standard,0.22,Autumn,19
PROD_965184,Item_266,Clothing,496.2,0.15,0.05,808,SUP_51,55+,South America,Non-binary,10.61,Standard,0.17,All-Year,4
PROD_417428,Item_99,Clothing,917.25,0.04,0.05,885,SUP_88,25-34,South America,Non-binary,21.69,Express,0.04,Winter,30
PROD_419187,Item_459,Clothing,124.22,0.47,0.12,446,SUP_28,25-34,Europe,Male,10.22,Express,0.22,Summer,61
PROD_790907,Item_11,Clothing,933.31,0.27,0.12,935,SUP_53,25-34,Australia,Female,10.06,Standard,0.13,Summer,11
PROD_983439,Item_85,Electronics,448.84,0.39,0.05,413,SUP_39,45-54,Europe,Non-binary,13.51,Standard,0.05,All-Year,55
PROD_182844,Item_405,Sports,52.07,0.33,0.08,430,SUP_83,35-44,South America,Female,2.97,Standard,0.13,All-Year,55
PROD_651820,Item_214,Beauty,439.08,0.26,0.08,789,SUP_53,55+,North America,Non-binary,26.57,Overnight,0.05,Summer,11
PROD_265421,Item_173,Sports,734.72,0.04,0.12,229,SUP_36,25-34,North America,Male,19.05,Express,0.09,Autumn,65
PROD_222402,Item_391,Electronics,147.5,0.32,0.16,95,SUP_93,25-34,Asia,Female,12.21,Standard,0.2,Autumn,25
PROD_218012,Item_209,Electronics,1109.22,0.08,0.12,894,SUP_98,25-34,Asia,Female,7.77,Standard,0.16,Autumn,67
PROD_538661,Item_448,Electronics,97.82,0.21,0.16,438,SUP_82,45-54,Australia,Male,21.6,Express,0.12,Summer,29
PROD_498929,Item_382,Electronics,1116.36,0.31,0.12,170,SUP_43,35-44,Australia,Male,27.88,Overnight,0.06,All-Year,97
PROD_680466,Item_64,Clothing,850.03,0.39,0.05,316,SUP_94,25-34,Australia,Male,43.85,Standard,0.07,Spring,100
PROD_673695,Item_258,Sports,399.01,0.34,0.12,841,SUP_33,25-34,Australia,Male,12.91,Express,0.24,Summer,19
PROD_563556,Item_332,Home Decor,471.95,0.34,0.16,543,SUP_65,45-54,North America,Female,3.13,Overnight,0.09,Summer,65
PROD_675278,Item_121,Beauty,890.27,0.07,0.16,490,SUP_16,55+,South America,Male,33.65,Express,0.15,Winter,34
PROD_229473,Item_298,Electronics,723.76,0.17,0.12,387,SUP_77,55+,Australia,Female,12.11,Express,0.12,Autumn,78
PROD_578007,Item_466,Sports,807.61,0.02,0.12,988,SUP_60,35-44,Europe,Non-binary,22.82,Standard,0.01,Winter,50
PROD_944573,Item_54,Electronics,470.05,0.36,0.08,556,SUP_17,55+,Australia,Non-binary,36.75,Express,0.24,Summer,13
PROD_517009,Item_331,Electronics,587.94,0.48,0.12,71,SUP_65,25-34,North America,Male,3.59,Standard,0.02,Summer,54
PROD_418714,Item_272,Electronics,1187.89,0.13,0.12,531,SUP_86,45-54,Asia,Male,8.09,Overnight,0.16,Summer,35
PROD_326156,Item_241,Electronics,260.64,0.04,0.05,238,SUP_67,25-34,Europe,Female,6.22,Standard,0.2,Spring,52
PROD_268964,Item_243,Electronics,504.34,0.24,0.16,710,SUP_94,25-34,Australia,Female,12.05,Express,0.19,Winter,53
PROD_625303,Item_18,Beauty,353.73,0.43,0.08,576,SUP_78,35-44,North America,Non-binary,9.44,Express,0.2,All-Year,62
PROD_161813,Item_483,Sports,919.31,0.28,0.05,699,SUP_17,55+,Asia,Female,15.61,Express,0.18,Autumn,93
PROD_127712,Item_187,Electronics,918.0,0.02,0.12,88,SUP_75,55+,Australia,Male,34.09,Standard,0.11,Autumn,57
PROD_724785,Item_346,Electronics,354.47,0.49,0.16,921,SUP_33,55+,North America,Non-binary,3.82,Overnight,0.22,Spring,26
PROD_867214,Item_144,Electronics,102.26,0.41,0.12,712,SUP_51,25-34,North America,Non-binary,5.17,Overnight,0.23,Winter,1
PROD_212816,Item_262,Electronics,18.66,0.07,0.12,534,SUP_63,45-54,South America,Male,26.27,Express,0.11,Autumn,84
PROD_228778,Item_441,Clothing,515.8,0.46,0.12,807,SUP_25,45-54,North America,Female,24.37,Standard,0.12,Summer,77
PROD_686580,Item_364,Clothing,495.35,0.23,0.12,641,SUP_13,25-34,Australia,Male,22.39,Express,0.12,Winter,90
PROD_385977,Item_491,Home Decor,1186.13,0.19,0.16,153,SUP_68,18-24,North America,Female,24.18,Standard,0.07,Autumn,84
PROD_235230,Item_431,Electronics,566.41,0.23,0.05,589,SUP_55,25-34,Europe,Non-binary,33.91,Overnight,0.03,Winter,22
PROD_818040,Item_239,Home Decor,311.42,0.42,0.12,189,SUP_22,55+,North America,Male,26.77,Standard,0.07,Spring,34
PROD_906741,Item_304,Beauty,1070.02,0.33,0.12,811,SUP_46,25-34,North America,Non-binary,21.65,Standard,0.21,All-Year,61
PROD_369114,Item_298,Home Decor,591.83,0.03,0.08,414,SUP_63,18-24,Europe,Non-binary,5.52,Express,0.14,All-Year,71
PROD_434618,Item_76,Sports,721.01,0.48,0.08,153,SUP_58,25-34,Australia,Male,43.92,Standard,0.21,Winter,58
PROD_932972,Item_188,Clothing,119.32,0.07,0.16,624,SUP_84,55+,Asia,Non-binary,12.29,Overnight,0.19,Spring,75
PROD_251456,Item_333,Clothing,462.59,0.37,0.12,338,SUP_67,35-44,South America,Female,39.37,Overnight,0.09,Autumn,63
PROD_904449,Item_388,Electronics,1133.35,0.32,0.12,997,SUP_28,45-54,Asia,Male,18.3,Overnight,0.05,Summer,91
PROD_962312,Item_487,Electronics,709.46,0.09,0.12,628,SUP_27,18-24,Australia,Female,31.41,Express,0.14,Winter,40
PROD_205570,Item_246,Beauty,416.68,0.09,0.16,516,SUP_69,35-44,Australia,Female,21.53,Standard,0.23,Winter,32
PROD_370846,Item_130,Beauty,752.67,0.44,0.16,888,SUP_26,45-54,Europe,Female,17.23,Standard,0.21,Autumn,96
PROD_100404,Item_474,Sports,1092.94,0.21,0.12,837,SUP_20,35-44,Asia,Male,28.42,Express,0.19,Summer,8
PROD_803286,Item_315,Electronics,332.42,0.33,0.12,34,SUP_24,25-34,North America,Female,25.05,Overnight,0.19,Summer,78
PROD_374907,Item_411,Electronics,608.61,0.25,0.16,783,SUP_81,25-34,Europe,Male,11.99,Overnight,0.13,Autumn,73
PROD_773744,Item_283,Beauty,1150.64,0.36,0.12,670,SUP_26,45-54,Europe,Female,16.46,Express,0.04,Winter,48
PROD_815460,Item_79,Beauty,211.01,0.24,0.05,721,SUP_14,45-54,South America,Male,3.48,Express,0.07,Autumn,1
PROD_984574,Item_72,Beauty,865.0,0.14,0.05,525,SUP_70,25-34,Europe,Female,10.32,Overnight,0.14,All-Year,2
PROD_765220,Item_263,Clothing,739.3,0.18,0.16,536,SUP_13,25-34,Asia,Non-binary,16.44,Overnight,0.08,Autumn,22
PROD_335365,Item_191,Home Decor,817.21,0.43,0.05,846,SUP_65,45-54,Australia,Female,43.8,Standard,0.2,Spring,73
PROD_442786,Item_367,Home Decor,424.71,0.23,0.08,217,SUP_97,45-54,South America,Non-binary,24.66,Overnight,0.09,Winter,18
PROD_150612,Item_375,Electronics,380.09,0.11,0.12,253,SUP_84,45-54,North America,Non-binary,32.13,Overnight,0.03,Spring,17
PROD_910006,Item_430,Clothing,822.63,0.47,0.08,995,SUP_57,55+,Asia,Female,30.96,Standard,0.2,Winter,34
PROD_909956,Item_63,Beauty,262.57,0.4,0.08,202,SUP_57,55+,North America,Female,44.18,Express,0.17,Winter,53
PROD_300244,Item_488,Electronics,506.49,0.03,0.08,100,SUP_44,25-34,Europe,Non-binary,25.89,Standard,0.06,All-Year,59
PROD_897348,Item_380,Clothing,229.87,0.5,0.05,360,SUP_42,55+,Asia,Male,27.18,Standard,0.25,Autumn,8
PROD_104809,Item_12,Sports,14.92,0.35,0.12,740,SUP_30,18-24,South America,Female,14.9,Overnight,0.1,Autumn,94
PROD_263273,Item_141,Clothing,1164.22,0.08,0.12,710,SUP_14,25-34,South America,Non-binary,28.92,Express,0.17,All-Year,93
PROD_808690,Item_254,Electronics,520.89,0.12,0.16,913,SUP_73,18-24,North America,Male,34.58,Overnight,0.23,All-Year,100
PROD_244528,Item_43,Home Decor,1163.37,0.35,0.08,177,SUP_78,35-44,Australia,Female,6.44,Express,0.04,Summer,51
PROD_606964,Item_17,Beauty,172.69,0.39,0.05,275,SUP_30,18-24,South America,Male,22.65,Standard,0.22,Spring,49
PROD_549613,Item_63,Sports,706.9,0.12,0.08,311,SUP_98,35-44,North America,Non-binary,20.14,Express,0.18,Winter,11
PROD_138765,Item_253,Clothing,245.16,0.13,0.08,641,SUP_83,18-24,Australia,Female,6.88,Overnight,0.04,Summer,16
PROD_931538,Item_465,Electronics,949.14,0.15,0.12,409,SUP_92,35-44,Asia,Male,16.68,Express,0.17,Autumn,90
PROD_416076,Item_376,Electronics,941.53,0.3,0.16,790,SUP_41,35-44,South America,Female,25.01,Express,0.22,Summer,84
PROD_943523,Item_292,Beauty,139.57,0.09,0.05,287,SUP_27,25-34,South America,Male,29.94,Express,0.2,Autumn,48
PROD_646237,Item_469,Electronics,1094.92,0.05,0.12,652,SUP_67,45-54,North America,Male,14.42,Overnight,0.19,All-Year,47
PROD_301152,Item_8,Electronics,237.58,0.34,0.08,524,SUP_88,45-54,South America,Female,22.48,Standard,0.04,Winter,26
PROD_399888,Item_325,Beauty,737.51,0.39,0.12,400,SUP_33,25-34,North America,Female,33.57,Standard,0.05,Winter,13
PROD_800903,Item_90,Sports,1182.83,0.25,0.08,216,SUP_14,35-44,South America,Female,20.16,Express,0.14,Winter,54
PROD_994751,Item_208,Home Decor,1059.46,0.18,0.05,697,SUP_62,45-54,North America,Non-binary,42.45,Express,0.15,All-Year,12
PROD_192193,Item_292,Home Decor,1148.09,0.22,0.12,469,SUP_82,45-54,South America,Female,3.32,Express,0.24,Autumn,2
PROD_136187,Item_284,Clothing,414.41,0.19,0.12,26,SUP_64,18-24,Asia,Male,13.19,Standard,0.12,All-Year,63
PROD_605950,Item_118,Sports,131.16,0.48,0.12,912,SUP_14,55+,Asia,Female,7.74,Overnight,0.08,Winter,87
PROD_238311,Item_349,Clothing,230.07,0.38,0.12,729,SUP_78,25-34,North America,Non-binary,25.28,Express,0.05,Winter,95
PROD_900921,Item_175,Home Decor,603.09,0.1,0.12,421,SUP_50,55+,Asia,Non-binary,9.63,Express,0.01,Winter,100
PROD_608153,Item_76,Beauty,952.91,0.19,0.05,13,SUP_16,35-44,North America,Female,33.9,Express,0.02,Autumn,71
PROD_289089,Item_101,Electronics,184.43,0.27,0.16,500,SUP_10,18-24,North America,Male,41.49,Standard,0.14,Autumn,98
PROD_686165,Item_414,Home Decor,793.38,0.31,0.05,653,SUP_61,45-54,Europe,Non-binary,10.91,Standard,0.04,Summer,22
PROD_536341,Item_151,Sports,391.68,0.23,0.12,907,SUP_35,18-24,Asia,Male,40.99,Overnight,0.21,Summer,79
PROD_412066,Item_400,Home Decor,412.74,0.41,0.08,324,SUP_72,25-34,Europe,Non-binary,29.17,Express,0.15,Spring,99
PROD_718362,Item_270,Sports,795.99,0.38,0.08,996,SUP_21,35-44,Europe,Non-binary,10.44,Express,0.22,Autumn,72
PROD_787409,Item_458,Sports,563.06,0.25,0.12,323,SUP_79,18-24,South America,Male,33.67,Standard,0.11,All-Year,38
PROD_661419,Item_71,Sports,975.38,0.43,0.16,566,SUP_93,18-24,North America,Male,5.91,Standard,0.15,Autumn,57
PROD_740053,Item_493,Clothing,191.32,0.38,0.12,702,SUP_28,18-24,Australia,Non-binary,31.76,Express,0.13,Summer,17
PROD_960395,Item_180,Beauty,948.99,0.39,0.05,284,SUP_89,45-54,Europe,Male,39.03,Express,0.25,Winter,53
PROD_731172,Item_124,Home Decor,81.76,0.48,0.16,88,SUP_13,35-44,South America,Female,42.87,Express,0.2,Summer,30
PROD_225917,Item_381,Beauty,236.89,0.13,0.16,44,SUP_91,45-54,Asia,Female,4.34,Standard,0.15,Summer,63
PROD_910717,Item_293,Electronics,789.1,0.13,0.05,643,SUP_14,18-24,Australia,Non-binary,4.66,Express,0.15,Summer,41
PROD_399770,Item_285,Home Decor,1026.64,0.44,0.16,497,SUP_63,45-54,North America,Female,42.01,Overnight,0.06,Spring,36
PROD_798168,Item_195,Beauty,306.95,0.39,0.12,911,SUP_79,45-54,South America,Non-binary,35.95,Standard,0.18,Spring,97
PROD_581680,Item_399,Beauty,395.99,0.46,0.12,497,SUP_66,25-34,Australia,Male,35.29,Overnight,0.25,Spring,69
PROD_381342,Item_228,Electronics,646.86,0.03,0.08,577,SUP_87,55+,North America,Male,33.93,Overnight,0.03,All-Year,99
PROD_639542,Item_431,Sports,257.83,0.31,0.05,790,SUP_61,55+,North America,Female,32.85,Standard,0.16,Spring,77
PROD_144238,Item_430,Home Decor,974.33,0.07,0.16,835,SUP_27,25-34,Australia,Male,28.37,Express,0.13,All-Year,87
PROD_101252,Item_436,Home Decor,929.5,0.25,0.16,659,SUP_73,25-34,South America,Female,36.95,Overnight,0.21,Autumn,96
